display_name,model_name,model_family,split_name,role,config_name,distance_range,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
RF+jitter,rf_winner_baseline,aggregated_rf,cv_oof,poster,rf_deep,near,5356,3.8899020927303947,1.9979761904761872,0.08998500836313336,0.049847222222222126,6.549031058998785,0.7901795711054789,2.1980571748136764,0.39865079365079303,9.677448380337701,14.01104732525928,50.66264462661519,0.7307692307692307,0.90739357729649,0.9789021657953697,0.6230395817774459,0.3265496639283047
RF+jitter,rf_winner_baseline,aggregated_rf,cv_oof,poster,rf_deep,mid,4273,7.882303122701609,6.560178571428565,0.09286006605882086,0.07852696205809259,10.220428075828796,0.1625996465420564,-0.19666820073223656,-1.5411553738658483,15.574382980051764,19.280492368742376,57.715554029304,0.3821670957172946,0.7140182541539901,0.9543646150245729,0.4462906622981512,0.5537093377018488
RF+jitter,rf_winner_baseline,aggregated_rf,cv_oof,poster,rf_deep,far,3175,9.584291580567006,7.6732582695082385,0.07336359150842658,0.05969548952362266,12.086570815172767,0.3257320046045027,-3.5907683857040587,-3.9626190476190857,20.782114843489847,24.31263884270201,39.82827603224668,0.33354330708661417,0.6233070866141732,0.8903937007874015,0.35968503937007873,0.6403149606299212
RF+jitter,rf_winner_baseline,aggregated_rf,test,poster,rf_deep,near,945,3.7518328820930327,1.9533333333333331,0.08673738841385202,0.048523809523809545,6.28671492918791,0.8031004517737743,1.9106203225321996,0.33396825396826557,9.513904761904755,12.780811146510473,42.935194291083846,0.7396825396825397,0.91005291005291,0.9809523809523809,0.6201058201058202,0.3417989417989418
RF+jitter,rf_winner_baseline,aggregated_rf,test,poster,rf_deep,mid,754,8.09153680037616,6.812988631560447,0.09505612982049756,0.08081566426554068,10.770921136518771,0.07189806296714563,-0.7121114627682062,-2.3835994167869288,15.166153826121752,20.16379999048836,56.198724701224705,0.3793103448275862,0.7201591511936339,0.9482758620689655,0.40848806366047746,0.5915119363395226
RF+jitter,rf_winner_baseline,aggregated_rf,test,poster,rf_deep,far,561,9.852485062766002,8.034574743126512,0.07546911311264377,0.06190359600142227,12.331330243730248,0.30245523042827294,-3.326412942908685,-3.8807470693981543,21.02024831649834,24.69190966440968,33.61677579365082,0.32976827094474154,0.5971479500891266,0.8823529411764706,0.3600713012477718,0.6399286987522281
XGBoost+jitter,xgb_winner_baseline,aggregated_xgb,cv_oof,internal,xgb_deep,near,5356,3.8385394867718263,2.2116689682006836,0.090616668424471,0.05865390777587891,6.228397861332877,0.8102217821160422,1.928356297431017,0.5498552322387695,8.918739318847656,13.634842872619629,47.91473388671875,0.7570948469006722,0.9171023151605676,0.9824495892457058,0.5972740851381628,0.4027259148618372
XGBoost+jitter,xgb_winner_baseline,aggregated_xgb,cv_oof,internal,xgb_deep,mid,4273,7.272220355354593,6.161140441894531,0.08613402286365573,0.073095703125,9.411751334915213,0.28987327734436374,-0.4488191736294072,-1.819580078125,14.202932739257816,17.431858825683573,56.07090759277344,0.4116545752398783,0.7472501755207115,0.9686402995553476,0.4238240112333255,0.5761759887666744
XGBoost+jitter,xgb_winner_baseline,aggregated_xgb,cv_oof,internal,xgb_deep,far,3175,9.122983910267747,7.7285919189453125,0.07018268710190284,0.060956208602241845,11.484371769419564,0.3912473986145343,-2.7215477290115957,-2.9689407348632812,19.178244018554686,22.66432189941406,40.63324737548828,0.34393700787401577,0.6220472440944882,0.9130708661417323,0.37984251968503935,0.6201574803149607
XGBoost+jitter,xgb_winner_baseline,aggregated_xgb,test,internal,xgb_deep,near,945,3.6857755327981616,2.151460647583008,0.08755457761048009,0.053992970784505205,5.95523538958066,0.823316884450029,1.677052163825464,0.4431266784667969,8.845976257324219,13.086325073242175,43.02229309082031,0.7682539682539683,0.9216931216931217,0.9830687830687831,0.5883597883597883,0.41164021164021164
XGBoost+jitter,xgb_winner_baseline,aggregated_xgb,test,internal,xgb_deep,mid,754,7.415798364330666,6.255735397338867,0.08743376940969397,0.0736000484890408,9.884045586067824,0.2184451428202655,-0.7114883999609505,-2.1203231811523438,14.15608825683594,17.874339294433597,55.27239990234375,0.4151193633952255,0.7586206896551724,0.9641909814323607,0.3952254641909814,0.6047745358090185
XGBoost+jitter,xgb_winner_baseline,aggregated_xgb,test,internal,xgb_deep,far,561,9.427300655480588,8.216499328613281,0.0722003358720073,0.0623463134765625,11.706244099246616,0.3713811774913808,-2.6122569255862857,-3.4688186645507812,19.73810577392578,23.596878051757812,33.9814453125,0.3137254901960784,0.6131907308377896,0.9037433155080213,0.38146167557932265,0.6185383244206774
ensemble,tuned_weight_blend,aggregated_blend,cv_oof,poster,rf_0.19_xgb_0.81,near,5356,3.78698945611165,2.0868328934926854,0.08902445145087373,0.054373793641751295,6.217084044966713,0.8109106160181001,1.979599464133725,0.5308881026596008,8.900528889713124,13.404174910732632,47.447983076133895,0.7563480209111277,0.9163554891710232,0.9817027632561613,0.5972740851381628,0.4027259148618372
ensemble,tuned_weight_blend,aggregated_blend,cv_oof,poster,rf_0.19_xgb_0.81,mid,4273,7.275826313848083,6.186520600055147,0.08607012671304211,0.07253202889601157,9.42753183803364,0.28748996925715087,-0.40091048877894025,-1.7458275972281996,14.364480524767979,17.505288590187007,56.383390415714246,0.4100163819330681,0.752164755441142,0.9698104376316405,0.42686637023168733,0.5731336297683126
ensemble,tuned_weight_blend,aggregated_blend,cv_oof,poster,rf_0.19_xgb_0.81,far,3175,9.128833484744883,7.656928211133277,0.0701265573867236,0.060396026685087006,11.48089489930515,0.3916159400338052,-2.886699653783156,-3.279798860774946,19.393920393233696,22.59549340851062,40.48030282027237,0.3436220472440945,0.6239370078740157,0.9080314960629922,0.37133858267716535,0.6286614173228346
ensemble,tuned_weight_blend,aggregated_blend,test,poster,rf_0.19_xgb_0.81,near,945,3.63696224031317,2.0966486774747395,0.08587284299540343,0.05088814451671784,5.945959695977332,0.823866848311925,1.721430113979746,0.4141879487779434,8.792884293922926,12.852239114234038,43.005744318870384,0.7682539682539683,0.9195767195767196,0.982010582010582,0.5957671957671957,0.4042328042328042
ensemble,tuned_weight_blend,aggregated_blend,test,poster,rf_0.19_xgb_0.81,mid,754,7.422589318120047,6.190450448315886,0.08736602204604912,0.07286341433600114,9.934627841691471,0.21042535717670918,-0.7116067818943241,-2.0582652850695453,14.338578028876954,18.1466409403006,55.44840161413114,0.41644562334217505,0.7586206896551724,0.9615384615384616,0.40583554376657827,0.5941644562334217
ensemble,tuned_weight_blend,aggregated_blend,test,poster,rf_0.19_xgb_0.81,far,561,9.441869984844288,8.047919279166308,0.07228852079977802,0.06286446749993616,11.714891500370934,0.37045211316932736,-2.7479465688775346,-3.3693589844495193,19.6635064030622,23.3826504392823,33.91215810391864,0.30124777183600715,0.6149732620320856,0.9037433155080213,0.38324420677361853,0.6167557932263814
