display_name,model_name,model_family,split_name,role,config_name,distance_range,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
RF,raw_depth_geometry_metadata_rf,random_forest,test,poster,rf_deep,near,926,4.182873025936323,2.4703769841269825,0.09608469565244276,0.06047010281385266,6.697867595256746,0.7772886233056727,2.2175778594075886,0.4831481481481461,10.26170861273799,13.982381715506712,43.576053630465424,0.6997840172786177,0.8941684665226782,0.9751619870410367,0.642548596112311,0.31317494600431967
RF,raw_depth_geometry_metadata_rf,random_forest,test,poster,rf_deep,mid,747,8.78764597538145,7.517015947015949,0.10324554595294855,0.09223239671850791,11.447019721005464,-0.05636022063139756,0.18254699705333946,-1.3477248677248639,17.41626291652152,20.919931790431768,53.86457349335396,0.3333333333333333,0.6666666666666666,0.9437751004016064,0.44712182061579653,0.5528781793842035
RF,raw_depth_geometry_metadata_rf,random_forest,test,poster,rf_deep,far,561,11.269028245331942,10.103640873015905,0.08662575813682354,0.07587460317460322,13.60637726013366,0.1507466945653051,-4.653233219990328,-6.1001984126984325,22.113144827881683,25.659724765974772,36.74773093636094,0.23529411764705882,0.49554367201426025,0.8431372549019608,0.31194295900178254,0.6880570409982175
RF+jitter,rf_winner_baseline,aggregated_rf,cv_oof,poster,rf_deep,near,5226,3.870162062649134,2.009107142857136,0.08958111985794845,0.04977667047458739,6.521630391792443,0.7928718865038152,2.2228883213867374,0.4228174603174626,9.696031380271435,13.723886427956188,50.135547693047684,0.73115193264447,0.9073861461921163,0.9789513968618446,0.6347110600841944,0.3185993111366246
RF+jitter,rf_winner_baseline,aggregated_rf,cv_oof,poster,rf_deep,mid,4230,7.760336731521014,6.45895904090586,0.09168042682461094,0.07664507828879916,10.071295507005528,0.17989902184101036,-0.34420055663427745,-1.675050798945385,15.526209113000272,19.159542963980478,58.325356829161166,0.39361702127659576,0.723404255319149,0.956501182033097,0.4401891252955083,0.5598108747044918
RF+jitter,rf_winner_baseline,aggregated_rf,cv_oof,poster,rf_deep,far,3175,9.542405710582965,7.4872118159617855,0.07308497185377218,0.0591123157286529,12.054234991252128,0.32933498615309376,-3.424849835567507,-3.670761183261206,20.710563638454957,24.118652740777677,38.556157407407426,0.33921259842519685,0.6214173228346457,0.8891338582677165,0.3662992125984252,0.6337007874015748
RF+jitter,rf_winner_baseline,aggregated_rf,test,poster,rf_deep,near,926,3.7612403608611378,1.9855892255892158,0.0868952194850812,0.05053628707893401,6.305253641418667,0.802633059175413,1.9653227171591974,0.39087782587782094,9.37650910364146,13.241183862433864,42.89381608029055,0.744060475161987,0.9114470842332614,0.9816414686825053,0.6414686825053996,0.31965442764578833
RF+jitter,rf_winner_baseline,aggregated_rf,test,poster,rf_deep,mid,747,7.969259298252882,6.596128408628388,0.09392831648768876,0.07820042259327968,10.588756530320746,0.09610683635170669,-0.9452359866439316,-2.4614716492657607,15.101827067993717,19.71297672933666,56.03097703222704,0.37617135207496655,0.714859437751004,0.9504685408299867,0.4029451137884873,0.5970548862115127
RF+jitter,rf_winner_baseline,aggregated_rf,test,poster,rf_deep,far,561,9.764048502554735,7.717148199023171,0.07484450264992248,0.06173718559218537,12.220433984738895,0.3149449253386859,-3.1070304581488872,-3.501507518490314,21.140386914498777,24.652345302738354,33.51977753727752,0.32976827094474154,0.6114081996434938,0.8787878787878788,0.36541889483065954,0.6345811051693404
XGBoost+jitter,xgb_winner_baseline,aggregated_xgb,cv_oof,internal,xgb_deep,near,5226,3.7976797390750576,2.1517391204833984,0.09008534068978552,0.057178586324055994,6.19153964332696,0.8133087335199347,1.9513314886198982,0.6109867095947266,8.737676620483398,13.381848335266113,48.742156982421875,0.7611940298507462,0.9154228855721394,0.981630309988519,0.5968235744355147,0.40317642556448524
