model_name,candidate_name,model_family,term,importance_type,importance_value
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_center_x_norm__jitter_median,feature_importance,0.014299137391524589
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_center_y_norm__jitter_median,feature_importance,0.00675822053404958
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_width_px__jitter_std,feature_importance,0.04488610459849507
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_height_px__jitter_std,feature_importance,0.0032588835724158063
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_width_norm__jitter_std,feature_importance,0.058081943538053724
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_height_norm__jitter_std,feature_importance,0.01485744302015845
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_area_ratio__jitter_std,feature_importance,0.11153129502001521
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_aspect_ratio__jitter_std,feature_importance,0.0050509419581629775
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_center_x_norm__jitter_std,feature_importance,0.14390876934531313
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_center_y_norm__jitter_std,feature_importance,0.02631463231826205
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,weather=clear_sky,feature_importance,0.0022115906374618665
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,weather=light_rain,feature_importance,0.0023213343814911746
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,time_of_day=10AM,feature_importance,0.0025079694494116673
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,time_of_day=8PM,feature_importance,0.002496689568460289
