dataset,dataset_group,distance_m,bbox_width_norm,bbox_area_ratio,bbox_height_norm
Original,Original,150.0,0.00546647,2.75e-05,0.00503145
Original,Original,150.0,0.0058309,3.667e-05,0.00628931
Original,Original,150.0,0.00655977,2.475e-05,0.00377358
Original,Original,150.0,0.00510204,4.813e-05,0.00943396
Original,Original,150.0,0.00510204,1.925e-05,0.00377358
Original,Original,150.0,0.00437318,3.025e-05,0.00691824
Original,Original,150.0,0.00473761,1.49e-05,0.00314465
Original,Original,150.0,0.0058309,2.567e-05,0.00440252
Original,Original,150.0,0.0058309,2.567e-05,0.00440252
Original,Original,150.0,0.00655977,2.888e-05,0.00440252
Original,Original,150.0,0.00546647,2.063e-05,0.00377358
Original,Original,150.0,0.00546647,1.719e-05,0.00314465
Original,Original,150.0,0.00510204,3.53e-05,0.00691824
Original,Original,150.0,0.00473761,2.98e-05,0.00628931
Original,Original,150.0,0.00510204,2.567e-05,0.00503145
Original,Original,150.0,0.0058309,4.034e-05,0.00691824
Original,Original,150.0,0.00546647,5.157e-05,0.00943396
Original,Original,150.0,0.0058309,4.401e-05,0.00754717
Original,Original,150.0,0.00546647,4.126e-05,0.00754717
Original,Original,150.0,0.00619534,1.559e-05,0.00251572
Original,Original,150.0,0.0058309,2.2e-05,0.00377358
Original,Original,150.0,0.00510204,1.284e-05,0.00251572
Original,Original,150.0,0.00546647,4.813e-05,0.00880503
Original,Original,150.0,0.00619534,1.559e-05,0.00251572
Original,Original,150.0,0.0058309,4.034e-05,0.00691824
Original,Original,150.0,0.00510204,3.53e-05,0.00691824
Original,Original,150.0,0.0058309,1.467e-05,0.00251572
Original,Original,150.0,0.0058309,1.467e-05,0.00251572
Original,Original,150.0,0.0058309,3.667e-05,0.00628931
Original,Original,150.0,0.00473761,3.874e-05,0.0081761
Original,Original,150.0,0.0069242,4.79e-05,0.00691824
Original,Original,150.0,0.00619534,4.676e-05,0.00754717
Original,Original,150.0,0.00546647,4.469e-05,0.0081761
Original,Original,150.0,0.00437318,3.301e-05,0.00754717
Original,Original,150.0,0.00437318,3.301e-05,0.00754717
Original,Original,150.0,0.00546647,3.782e-05,0.00691824
Original,Original,150.0,0.0058309,3.667e-05,0.00628931
Original,Original,150.0,0.00510204,3.209e-05,0.00628931
Original,Original,150.0,0.00510204,4.171e-05,0.0081761
Original,Original,150.0,0.0058309,6.234e-05,0.01069182
Original,Original,150.0,0.00546647,4.469e-05,0.0081761
Original,Original,150.0,0.0058309,5.134e-05,0.00880503
Original,Original,150.0,0.0058309,4.401e-05,0.00754717
Original,Original,150.0,0.00546647,3.438e-05,0.00628931
Original,Original,150.0,0.00655977,7.014e-05,0.01069182
Original,Original,150.0,0.00437318,2.75e-05,0.00628931
Original,Original,150.0,0.00473761,3.874e-05,0.0081761
Original,Original,150.0,0.0058309,4.767e-05,0.0081761
Original,Original,150.0,0.00546647,2.75e-05,0.00503145
Original,Original,150.0,0.00546647,3.782e-05,0.00691824
Original,Original,150.0,0.00437318,3.301e-05,0.00754717
Original,Original,150.0,0.00546647,1.031e-05,0.00188679
Original,Original,150.0,0.0058309,3.667e-05,0.00628931
Original,Original,150.0,0.00473761,8.94e-06,0.00188679
Original,Original,150.0,0.00546647,3.094e-05,0.00566038
Original,Original,150.0,0.00473761,2.682e-05,0.00566038
Original,Original,150.0,0.0058309,1.467e-05,0.00251572
Original,Original,150.0,0.00655977,4.538e-05,0.00691824
Original,Original,150.0,0.0069242,2.613e-05,0.00377358
Original,Original,150.0,0.00546647,1.375e-05,0.00251572
Original,Original,150.0,0.00510204,9.63e-06,0.00188679
Original,Original,150.0,0.00546647,1.031e-05,0.00188679
Original,Original,150.0,0.00655977,2.475e-05,0.00377358
Original,Original,150.0,0.0058309,3.667e-05,0.00628931
Original,Original,150.0,0.00510204,3.851e-05,0.00754717
Original,Original,150.0,0.00619534,5.455e-05,0.00880503
Original,Original,150.0,0.00510204,1.284e-05,0.00251572
Original,Original,150.0,0.0058309,5.134e-05,0.00880503
Original,Original,150.0,0.0058309,6.234e-05,0.01069182
Original,Original,150.0,0.0058309,2.567e-05,0.00440252
Original,Original,150.0,0.00437318,3.025e-05,0.00691824
Original,Original,150.0,0.0058309,2.934e-05,0.00503145
Original,Original,150.0,0.00546647,5.501e-05,0.01006289
Original,Original,150.0,0.00655977,3.301e-05,0.00503145
Original,Original,150.0,0.00473761,3.874e-05,0.0081761
Original,Original,150.0,0.0058309,5.134e-05,0.00880503
Original,Original,150.0,0.00546647,5.157e-05,0.00943396
Original,Original,150.0,0.00546647,4.813e-05,0.00880503
Original,Original,150.0,0.0058309,5.134e-05,0.00880503
Original,Original,150.0,0.00437318,2.75e-05,0.00628931
Original,Original,150.0,0.00437318,2.75e-05,0.00628931
Original,Original,150.0,0.00510204,9.63e-06,0.00188679
Original,Original,150.0,0.00619534,3.896e-05,0.00628931
Original,Original,150.0,0.0058309,2.567e-05,0.00440252
Original,Original,150.0,0.00510204,4.492e-05,0.00880503
Original,Original,150.0,0.00437318,3.301e-05,0.00754717
Original,Original,150.0,0.00546647,2.063e-05,0.00377358
Original,Original,150.0,0.0058309,1.467e-05,0.00251572
Original,Original,150.0,0.00400875,1.765e-05,0.00440252
Original,Original,150.0,0.00655977,2.475e-05,0.00377358
Original,Original,150.0,0.00546647,1.031e-05,0.00188679
Original,Original,150.0,0.00473761,3.278e-05,0.00691824
Original,Original,150.0,0.00655977,1.65e-05,0.00251572
Original,Original,150.0,0.0069242,3.484e-05,0.00503145
Original,Original,150.0,0.00437318,3.576e-05,0.0081761
Original,Original,150.0,0.00473761,8.94e-06,0.00188679
Original,Original,150.0,0.0058309,5.868e-05,0.01006289
Original,Original,150.0,0.0058309,3.301e-05,0.00566038
Original,Original,150.0,0.00437318,2.475e-05,0.00566038
Original,Original,150.0,0.00510204,3.53e-05,0.00691824
Original,Original,150.0,0.00510204,1.925e-05,0.00377358
Original,Original,150.0,0.0058309,3.667e-05,0.00628931
Original,Original,150.0,0.00546647,5.501e-05,0.01006289
Original,Original,150.0,0.0058309,5.134e-05,0.00880503
Original,Original,150.0,0.00437318,2.475e-05,0.00566038
Original,Original,150.0,0.00473761,3.874e-05,0.0081761
Original,Original,150.0,0.00655977,2.475e-05,0.00377358
Original,Original,150.0,0.0058309,4.034e-05,0.00691824
Original,Original,150.0,0.0058309,2.2e-05,0.00377358
Original,Original,150.0,0.0058309,3.667e-05,0.00628931
Original,Original,150.0,0.00510204,4.492e-05,0.00880503
Original,Original,150.0,0.00546647,4.813e-05,0.00880503
Original,Original,150.0,0.00437318,3.301e-05,0.00754717
Original,Original,150.0,0.00546647,3.782e-05,0.00691824
Original,Original,150.0,0.00400875,2.521e-05,0.00628931
Original,Original,150.0,0.00510204,3.851e-05,0.00754717
Original,Original,150.0,0.00437318,1.65e-05,0.00377358
Original,Original,150.0,0.0058309,5.868e-05,0.01006289
Original,Original,150.0,0.00473761,2.98e-05,0.00628931
Original,Original,150.0,0.00546647,4.126e-05,0.00754717
Original,Original,150.0,0.0058309,5.501e-05,0.00943396
Original,Original,150.0,0.00510204,2.246e-05,0.00440252
Original,Original,150.0,0.00473761,3.278e-05,0.00691824
Original,Original,150.0,0.00728863,5.501e-05,0.00754717
Original,Original,150.0,0.0058309,5.501e-05,0.00943396
Original,Original,150.0,0.00473761,3.874e-05,0.0081761
Original,Original,150.0,0.00510204,4.171e-05,0.0081761
Original,Original,150.0,0.0058309,5.868e-05,0.01006289
Original,Original,150.0,0.0058309,2.567e-05,0.00440252
Original,Original,150.0,0.00655977,3.713e-05,0.00566038
Original,Original,150.0,0.00510204,2.888e-05,0.00566038
Original,Original,150.0,0.00510204,2.888e-05,0.00566038
Original,Original,150.0,0.0058309,5.501e-05,0.00943396
Original,Original,150.0,0.00437318,1.375e-05,0.00314465
Original,Original,150.0,0.0058309,4.767e-05,0.0081761
Original,Original,150.0,0.00546647,5.157e-05,0.00943396
Original,Original,150.0,0.00510204,4.492e-05,0.00880503
Original,Original,150.0,0.0058309,1.834e-05,0.00314465
Original,Original,150.0,0.00546647,4.126e-05,0.00754717
Original,Original,150.0,0.00510204,9.63e-06,0.00188679
Original,Original,150.0,0.0069242,4.79e-05,0.00691824
Original,Original,150.0,0.00437318,1.65e-05,0.00377358
Original,Original,150.0,0.00546647,2.063e-05,0.00377358
Original,Original,150.0,0.00510204,2.888e-05,0.00566038
Original,Original,150.0,0.00619534,3.117e-05,0.00503145
Original,Original,150.0,0.00510204,3.851e-05,0.00754717
Original,Original,150.0,0.00400875,2.269e-05,0.00566038
Original,Original,150.0,0.0058309,5.868e-05,0.01006289
Original,Original,150.0,0.0058309,2.567e-05,0.00440252
Original,Original,150.0,0.00546647,1.719e-05,0.00314465
Original,Original,150.0,0.00655977,3.713e-05,0.00566038
Original,Original,150.0,0.0058309,2.934e-05,0.00503145
Original,Original,150.0,0.00619534,1.559e-05,0.00251572
Original,Original,150.0,0.0069242,3.484e-05,0.00503145
Original,Original,150.0,0.00546647,3.094e-05,0.00566038
Original,Original,150.0,0.00546647,3.438e-05,0.00628931
Original,Original,150.0,0.00546647,3.782e-05,0.00691824
Original,Original,150.0,0.00546647,5.157e-05,0.00943396
Original,Original,150.0,0.0058309,2.2e-05,0.00377358
Original,Original,150.0,0.00619534,1.169e-05,0.00188679
Original,Original,150.0,0.00546647,2.407e-05,0.00440252
Original,Original,150.0,0.0058309,5.868e-05,0.01006289
Original,Original,150.0,0.00655977,3.301e-05,0.00503145
Original,Original,150.0,0.00473761,3.874e-05,0.0081761
Original,Original,150.0,0.00619534,5.065e-05,0.0081761
Original,Original,150.0,0.00619534,1.559e-05,0.00251572
Original,Original,150.0,0.0058309,1.834e-05,0.00314465
Original,Original,150.0,0.00619534,5.455e-05,0.00880503
Original,Original,150.0,0.00546647,5.501e-05,0.01006289
Original,Original,150.0,0.0058309,4.401e-05,0.00754717
Original,Original,150.0,0.00619534,4.286e-05,0.00691824
Original,Original,150.0,0.0058309,1.1e-05,0.00188679
Original,Original,150.0,0.00437318,8.25e-06,0.00188679
Original,Original,150.0,0.00619534,4.676e-05,0.00754717
Original,Original,150.0,0.00473761,3.576e-05,0.00754717
Original,Original,150.0,0.00619534,5.455e-05,0.00880503
Original,Original,150.0,0.00437318,1.65e-05,0.00377358
Original,Original,150.0,0.00655977,2.888e-05,0.00440252
Original,Original,150.0,0.00546647,5.157e-05,0.00943396
Original,Original,150.0,0.00473761,8.94e-06,0.00188679
Original,Original,150.0,0.00619534,1.559e-05,0.00251572
Original,Original,150.0,0.00400875,2.521e-05,0.00628931
Original,Original,150.0,0.0058309,3.301e-05,0.00566038
Original,Original,150.0,0.00327988,2.475e-05,0.00754717
Original,Original,150.0,0.00473761,1.192e-05,0.00251572
Original,Original,150.0,0.00546647,4.126e-05,0.00754717
Original,Original,150.0,0.00400875,1.008e-05,0.00251572
Original,Original,150.0,0.00473761,3.278e-05,0.00691824
Original,Original,150.0,0.0058309,2.934e-05,0.00503145
Original,Original,150.0,0.00546647,2.407e-05,0.00440252
Original,Original,150.0,0.00546647,4.469e-05,0.0081761
Original,Original,150.0,0.00546647,3.782e-05,0.00691824
Original,Original,150.0,0.00473761,2.682e-05,0.00566038
Original,Original,150.0,0.00510204,4.492e-05,0.00880503
Original,Original,150.0,0.00546647,4.469e-05,0.0081761
Original,Original,150.0,0.00655977,1.65e-05,0.00251572
Original,Original,150.0,0.00400875,1.513e-05,0.00377358
Original,Original,150.0,0.00473761,3.874e-05,0.0081761
Original,Original,150.0,0.00510204,2.246e-05,0.00440252
Original,Original,150.0,0.00437318,1.65e-05,0.00377358
Original,Original,150.0,0.00473761,1.788e-05,0.00377358
Original,Original,150.0,0.00765306,1.925e-05,0.00251572
Original,Original,150.0,0.0043573,3.182e-05,0.00730337
Original,Original,150.0,0.00472041,2.122e-05,0.00449438
Original,Original,150.0,0.00508351,3.427e-05,0.00674157
Original,Original,150.0,0.00508351,3.141e-05,0.00617978
Original,Original,150.0,0.00544662,3.06e-05,0.00561798
Original,Original,150.0,0.00508351,3.427e-05,0.00674157
Original,Original,150.0,0.00399419,2.693e-05,0.00674157
Original,Original,150.0,0.00544662,3.978e-05,0.00730337
Original,Original,150.0,0.00617284,4.161e-05,0.00674157
Original,Original,150.0,0.00544662,3.06e-05,0.00561798
Original,Original,150.0,0.00544662,1.224e-05,0.00224719
Original,Original,150.0,0.00508351,3.141e-05,0.00617978
Original,Original,150.0,0.0043573,2.448e-05,0.00561798
Original,Original,150.0,0.00580973,1.632e-05,0.00280899
Original,Original,150.0,0.00580973,2.938e-05,0.00505618
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00508351,3.141e-05,0.00617978
Original,Original,150.0,0.00508351,3.998e-05,0.00786517
Original,Original,150.0,0.00326797,2.203e-05,0.00674157
Original,Original,150.0,0.00363108,1.428e-05,0.00393258
Original,Original,150.0,0.00472041,3.182e-05,0.00674157
Original,Original,150.0,0.00363108,1.428e-05,0.00393258
Original,Original,150.0,0.00653595,1.836e-05,0.00280899
Original,Original,150.0,0.00508351,2.57e-05,0.00505618
Original,Original,150.0,0.00472041,2.652e-05,0.00561798
Original,Original,150.0,0.00653595,3.672e-05,0.00561798
Original,Original,150.0,0.00508351,3.427e-05,0.00674157
Original,Original,150.0,0.00399419,2.693e-05,0.00674157
Original,Original,150.0,0.00399419,2.693e-05,0.00674157
Original,Original,150.0,0.00508351,2.856e-05,0.00561798
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00472041,3.447e-05,0.00730337
Original,Original,150.0,0.00508351,2.285e-05,0.00449438
Original,Original,150.0,0.0043573,2.693e-05,0.00617978
Original,Original,150.0,0.00544662,2.448e-05,0.00449438
Original,Original,150.0,0.00544662,4.284e-05,0.00786517
Original,Original,150.0,0.0043573,3.427e-05,0.00786517
Original,Original,150.0,0.0043573,3.182e-05,0.00730337
Original,Original,150.0,0.0043573,2.203e-05,0.00505618
Original,Original,150.0,0.00580973,2.285e-05,0.00393258
Original,Original,150.0,0.00544662,1.224e-05,0.00224719
Original,Original,150.0,0.00508351,3.998e-05,0.00786517
Original,Original,150.0,0.00472041,2.122e-05,0.00449438
Original,Original,150.0,0.00580973,1.306e-05,0.00224719
Original,Original,150.0,0.00399419,2.244e-05,0.00561798
Original,Original,150.0,0.00472041,2.122e-05,0.00449438
Original,Original,150.0,0.00472041,1.591e-05,0.00337079
Original,Original,150.0,0.00472041,1.856e-05,0.00393258
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00399419,2.02e-05,0.00505618
Original,Original,150.0,0.00399419,1.122e-05,0.00280899
Original,Original,150.0,0.00508351,3.998e-05,0.00786517
Original,Original,150.0,0.00653595,2.57e-05,0.00393258
Original,Original,150.0,0.00580973,2.611e-05,0.00449438
Original,Original,150.0,0.00544662,3.978e-05,0.00730337
Original,Original,150.0,0.0043573,1.714e-05,0.00393258
Original,Original,150.0,0.00544662,3.978e-05,0.00730337
Original,Original,150.0,0.00363108,2.244e-05,0.00617978
Original,Original,150.0,0.00653595,2.203e-05,0.00337079
Original,Original,150.0,0.0043573,1.469e-05,0.00337079
Original,Original,150.0,0.00399419,2.468e-05,0.00617978
Original,Original,150.0,0.00472041,2.387e-05,0.00505618
Original,Original,150.0,0.00544662,1.53e-05,0.00280899
Original,Original,150.0,0.00544662,3.978e-05,0.00730337
Original,Original,150.0,0.00363108,8.16e-06,0.00224719
Original,Original,150.0,0.00580973,1.306e-05,0.00224719
Original,Original,150.0,0.00399419,2.468e-05,0.00617978
Original,Original,150.0,0.00508351,1.428e-05,0.00280899
Original,Original,150.0,0.00399419,2.468e-05,0.00617978
Original,Original,150.0,0.00653595,2.203e-05,0.00337079
Original,Original,150.0,0.00544662,2.142e-05,0.00393258
Original,Original,150.0,0.0043573,9.79e-06,0.00224719
Original,Original,150.0,0.00508351,3.141e-05,0.00617978
Original,Original,150.0,0.00508351,3.141e-05,0.00617978
Original,Original,150.0,0.00472041,1.856e-05,0.00393258
Original,Original,150.0,0.00508351,2.285e-05,0.00449438
Original,Original,150.0,0.00472041,2.917e-05,0.00617978
Original,Original,150.0,0.00544662,1.836e-05,0.00337079
Original,Original,150.0,0.00544662,1.836e-05,0.00337079
Original,Original,150.0,0.00617284,1.734e-05,0.00280899
Original,Original,150.0,0.00508351,3.998e-05,0.00786517
Original,Original,150.0,0.00508351,2.856e-05,0.00561798
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00580973,2.611e-05,0.00449438
Original,Original,150.0,0.00617284,2.774e-05,0.00449438
Original,Original,150.0,0.00472041,3.447e-05,0.00730337
Original,Original,150.0,0.00617284,1.04e-05,0.00168539
Original,Original,150.0,0.00472041,2.387e-05,0.00505618
Original,Original,150.0,0.00472041,2.652e-05,0.00561798
Original,Original,150.0,0.00472041,2.387e-05,0.00505618
Original,Original,150.0,0.00544662,3.366e-05,0.00617978
Original,Original,150.0,0.00399419,2.693e-05,0.00674157
Original,Original,150.0,0.00580973,1.632e-05,0.00280899
Original,Original,150.0,0.00508351,1.999e-05,0.00393258
Original,Original,150.0,0.00508351,2.57e-05,0.00505618
Original,Original,150.0,0.00508351,3.427e-05,0.00674157
Original,Original,150.0,0.0043573,2.693e-05,0.00617978
Original,Original,150.0,0.0043573,7.34e-06,0.00168539
Original,Original,150.0,0.00617284,2.774e-05,0.00449438
Original,Original,150.0,0.00580973,1.958e-05,0.00337079
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00544662,2.754e-05,0.00505618
Original,Original,150.0,0.00399419,6.73e-06,0.00168539
Original,Original,150.0,0.00508351,1.428e-05,0.00280899
Original,Original,150.0,0.0043573,2.448e-05,0.00561798
Original,Original,150.0,0.00472041,7.96e-06,0.00168539
Original,Original,150.0,0.00580973,1.306e-05,0.00224719
Original,Original,150.0,0.00544662,1.53e-05,0.00280899
Original,Original,150.0,0.00508351,1.142e-05,0.00224719
Original,Original,150.0,0.00544662,2.754e-05,0.00505618
Original,Original,150.0,0.0043573,2.203e-05,0.00505618
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00472041,1.591e-05,0.00337079
Original,Original,150.0,0.00508351,1.714e-05,0.00337079
Original,Original,150.0,0.00508351,3.998e-05,0.00786517
Original,Original,150.0,0.00508351,1.999e-05,0.00393258
Original,Original,150.0,0.00544662,3.366e-05,0.00617978
Original,Original,150.0,0.00544662,2.754e-05,0.00505618
Original,Original,150.0,0.00399419,1.571e-05,0.00393258
Original,Original,150.0,0.00544662,4.284e-05,0.00786517
Original,Original,150.0,0.0043573,1.714e-05,0.00393258
Original,Original,150.0,0.00544662,1.836e-05,0.00337079
Original,Original,150.0,0.0043573,9.79e-06,0.00224719
Original,Original,150.0,0.00399419,2.244e-05,0.00561798
Original,Original,150.0,0.0043573,2.693e-05,0.00617978
Original,Original,150.0,0.00472041,3.182e-05,0.00674157
Original,Original,150.0,0.00472041,2.652e-05,0.00561798
Original,Original,150.0,0.00508351,4.284e-05,0.00842697
Original,Original,150.0,0.00544662,1.53e-05,0.00280899
Original,Original,150.0,0.00508351,1.142e-05,0.00224719
Original,Original,150.0,0.0043573,2.203e-05,0.00505618
Original,Original,150.0,0.00726216,1.224e-05,0.00168539
Original,Original,150.0,0.0043573,2.448e-05,0.00561798
Original,Original,150.0,0.00544662,2.142e-05,0.00393258
Original,Original,150.0,0.00580973,2.611e-05,0.00449438
Original,Original,150.0,0.0043573,1.469e-05,0.00337079
Original,Original,150.0,0.0043573,1.469e-05,0.00337079
Original,Original,150.0,0.00508351,4.284e-05,0.00842697
Original,Original,150.0,0.00508351,3.998e-05,0.00786517
Original,Original,150.0,0.00508351,3.141e-05,0.00617978
Original,Original,150.0,0.00472041,1.326e-05,0.00280899
Original,Original,150.0,0.00580973,1.958e-05,0.00337079
Original,Original,150.0,0.00508351,2.856e-05,0.00561798
Original,Original,150.0,0.0043573,2.938e-05,0.00674157
Original,Original,150.0,0.00508351,2.285e-05,0.00449438
Original,Original,150.0,0.00508351,2.856e-05,0.00561798
Original,Original,150.0,0.0043573,2.448e-05,0.00561798
Original,Original,150.0,0.00653595,1.836e-05,0.00280899
Original,Original,150.0,0.00508351,1.428e-05,0.00280899
Original,Original,150.0,0.00472041,1.856e-05,0.00393258
Original,Original,150.0,0.00544662,4.59e-05,0.00842697
Original,Original,150.0,0.00472041,1.591e-05,0.00337079
Original,Original,150.0,0.00653595,1.469e-05,0.00224719
Original,Original,150.0,0.00544662,3.672e-05,0.00674157
Original,Original,150.0,0.00472041,1.856e-05,0.00393258
Original,Original,150.0,0.00544662,3.672e-05,0.00674157
Original,Original,150.0,0.00544662,3.06e-05,0.00561798
Original,Original,150.0,0.00544662,3.978e-05,0.00730337
Original,Original,150.0,0.00544662,1.53e-05,0.00280899
Original,Original,150.0,0.00508351,2.856e-05,0.00561798
Original,Original,150.0,0.00544662,3.672e-05,0.00674157
Original,Original,150.0,0.00544662,4.284e-05,0.00786517
Original,Original,150.0,0.00508351,2.856e-05,0.00561798
Original,Original,150.0,0.00472041,2.122e-05,0.00449438
Original,Original,150.0,0.0043573,7.34e-06,0.00168539
Original,Original,150.0,0.00399419,1.122e-05,0.00280899
Original,Original,150.0,0.00580973,3.264e-05,0.00561798
Original,Original,150.0,0.00508351,8.57e-06,0.00168539
Original,Original,150.0,0.0043573,2.693e-05,0.00617978
Original,Original,150.0,0.00399419,2.244e-05,0.00561798
Original,Original,150.0,0.00508351,4.284e-05,0.00842697
Original,Original,150.0,0.0043573,1.224e-05,0.00280899
Original,Original,150.0,0.0043573,1.469e-05,0.00337079
Original,Original,150.0,0.00472041,1.856e-05,0.00393258
Original,Original,150.0,0.00508351,3.427e-05,0.00674157
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00508351,3.141e-05,0.00617978
Original,Original,150.0,0.00580973,2.611e-05,0.00449438
Original,Original,150.0,0.00580973,1.306e-05,0.00224719
Original,Original,150.0,0.00399419,2.917e-05,0.00730337
Original,Original,150.0,0.00472041,2.917e-05,0.00617978
Original,Original,150.0,0.00580973,4.569e-05,0.00786517
Original,Original,150.0,0.00399419,2.468e-05,0.00617978
Original,Original,150.0,0.0043573,2.203e-05,0.00505618
Original,Original,150.0,0.00399419,2.468e-05,0.00617978
Original,Original,150.0,0.0043573,1.224e-05,0.00280899
Original,Original,150.0,0.0043573,3.427e-05,0.00786517
Original,Original,150.0,0.00508351,8.57e-06,0.00168539
Original,Original,150.0,0.00508351,3.713e-05,0.00730337
Original,Original,150.0,0.00580973,2.611e-05,0.00449438
Original,Original,150.0,0.00544662,3.366e-05,0.00617978
Original,Original,150.0,0.00580973,3.59e-05,0.00617978
Original,Original,150.0,0.00544662,1.224e-05,0.00224719
Original,Original,150.0,0.00472041,2.387e-05,0.00505618
Original,Original,150.0,0.0043573,2.448e-05,0.00561798
Original,Original,150.0,0.0043573,3.182e-05,0.00730337
Original,Original,150.0,0.00544662,2.142e-05,0.00393258
Original,Original,150.0,0.00580973,1.306e-05,0.00224719
Original,Original,150.0,0.00473761,2.086e-05,0.00440252
Original,Original,150.0,0.00400875,1.008e-05,0.00251572
Original,Original,150.0,0.00473761,2.384e-05,0.00503145
Original,Original,150.0,0.00400875,3.278e-05,0.0081761
Original,Original,150.0,0.00400875,1.513e-05,0.00377358
Original,Original,150.0,0.00437318,2.475e-05,0.00566038
Original,Original,150.0,0.00546647,3.438e-05,0.00628931
Original,Original,150.0,0.00510204,2.246e-05,0.00440252
Original,Original,150.0,0.00437318,1.1e-05,0.00251572
Original,Original,150.0,0.00327988,1.031e-05,0.00314465
Original,Original,150.0,0.00364431,1.146e-05,0.00314465
Original,Original,150.0,0.00546647,2.75e-05,0.00503145
Original,Original,150.0,0.00400875,7.56e-06,0.00188679
Original,Original,150.0,0.00473761,2.086e-05,0.00440252
Original,Original,150.0,0.00510204,3.53e-05,0.00691824
Original,Original,150.0,0.00437318,8.25e-06,0.00188679
Original,Original,150.0,0.00546647,3.438e-05,0.00628931
Original,Original,150.0,0.00510204,1.925e-05,0.00377358
Original,Original,150.0,0.00473761,3.874e-05,0.0081761
Original,Original,150.0,0.00546647,2.75e-05,0.00503145
Original,Original,150.0,0.0058309,2.567e-05,0.00440252
Original,Original,150.0,0.00473761,1.788e-05,0.00377358
Original,Original,150.0,0.00437318,2.2e-05,0.00503145
Original,Original,150.0,0.00546647,1.375e-05,0.00251572
Original,Original,150.0,0.00510204,3.209e-05,0.00628931
Original,Original,150.0,0.0058309,2.934e-05,0.00503145
Original,Original,150.0,0.00510204,2.888e-05,0.00566038
Original,Original,150.0,0.00327988,2.475e-05,0.00754717
Original,Original,150.0,0.00473761,2.98e-05,0.00628931
Original,Original,150.0,0.00400875,1.261e-05,0.00314465
Original,Original,150.0,0.00400875,1.765e-05,0.00440252
Original,Original,150.0,0.0058309,2.567e-05,0.00440252
Original,Original,150.0,0.00364431,1.375e-05,0.00377358
Original,Original,150.0,0.00473761,1.192e-05,0.00251572
Original,Original,150.0,0.00364431,1.604e-05,0.00440252
Original,Original,150.0,0.00473761,3.278e-05,0.00691824
Original,Original,150.0,0.00364431,1.834e-05,0.00503145
Original,Original,150.0,0.00510204,3.209e-05,0.00628931
Original,Original,150.0,0.00510204,3.209e-05,0.00628931
Original,Original,150.0,0.00473761,3.278e-05,0.00691824
Original,Original,150.0,0.00510204,4.492e-05,0.00880503
Original,Original,150.0,0.00546647,3.438e-05,0.00628931
Original,Original,150.0,0.00510204,1.284e-05,0.00251572
Original,Original,150.0,0.00510204,1.604e-05,0.00314465
Original,Original,150.0,0.00619534,2.728e-05,0.00440252
Original,Original,150.0,0.00473761,2.98e-05,0.00628931
Original,Original,150.0,0.00400875,2.521e-05,0.00628931
Original,Original,150.0,0.00473761,1.49e-05,0.00314465
Original,Original,150.0,0.00510204,3.209e-05,0.00628931
Original,Original,150.0,0.00510204,2.567e-05,0.00503145
Original,Original,150.0,0.00327988,2.269e-05,0.00691824
Original,Original,150.0,0.00437318,1.925e-05,0.00440252
Original,Original,150.0,0.0058309,3.301e-05,0.00566038
Original,Original,150.0,0.00510204,1.284e-05,0.00251572
Original,Original,150.0,0.00473761,2.682e-05,0.00566038
Original,Original,150.0,0.00437318,1.925e-05,0.00440252
Original,Original,150.0,0.00473761,2.682e-05,0.00566038
Original,Original,150.0,0.00291545,5.5e-06,0.00188679
Original,Original,150.0,0.00546647,2.063e-05,0.00377358
Original,Original,150.0,0.00510204,9.63e-06,0.00188679
Original,Original,150.0,0.00400875,1.261e-05,0.00314465
Original,Original,150.0,0.00364431,2.75e-05,0.00754717
Original,Original,150.0,0.00546647,4.469e-05,0.0081761
Original,Original,150.0,0.00473761,2.682e-05,0.00566038
Original,Original,150.0,0.00473761,4.171e-05,0.00880503
Original,Original,150.0,0.00473761,2.682e-05,0.00566038
Original,Original,150.0,0.00546647,3.438e-05,0.00628931
Original,Original,150.0,0.00473761,2.384e-05,0.00503145
Original,Original,150.0,0.00510204,3.209e-05,0.00628931
Original,Original,150.0,0.00473761,3.576e-05,0.00754717
Original,Original,150.0,0.00473761,3.576e-05,0.00754717
Original,Original,150.0,0.00510204,3.53e-05,0.00691824
Original,Original,150.0,0.00364431,2.75e-05,0.00754717
Original,Original,150.0,0.00437318,3.301e-05,0.00754717
Original,Original,150.0,0.00473761,3.576e-05,0.00754717
Original,Original,150.0,0.00473761,2.98e-05,0.00628931
Original,Original,150.0,0.00437318,3.301e-05,0.00754717
Original,Original,150.0,0.00437318,3.301e-05,0.00754717
Original,Original,150.0,0.00473761,3.278e-05,0.00691824
